server_name,tool.name,tool.description
Desktop Commander MCP,write_file,"
                        Write or append to file contents. 

                        CHUNKING IS STANDARD PRACTICE: Always write files in chunks of 25-30 lines maximum.
                        This is the normal, recommended way to write files - not an emergency measure.

                        STANDARD PROCESS FOR ANY FILE:
                        1. FIRST → write_file(filePath, firstChunk, {mode: 'rewrite'})  [≤30 lines]
                        2. THEN → write_file(filePath, secondChunk, {mode: 'append'})   [≤30 lines]
                        3. CONTINUE → write_file(filePath, nextChunk, {mode: 'append'}) [≤30 lines]

                        ALWAYS CHUNK PROACTIVELY - don't wait for performance warnings!

                        WHEN TO CHUNK (always be proactive):
                        1. Any file expected to be longer than 25-30 lines
                        2. When writing multiple files in sequence
                        3. When creating documentation, code files, or configuration files
                        
                        HANDLING CONTINUATION (""Continue"" prompts):
                        If user asks to ""Continue"" after an incomplete operation:
                        1. Read the file to see what was successfully written
                        2. Continue writing ONLY the remaining content using {mode: 'append'}
                        3. Keep chunks to 25-30 lines each
                        
                        Files over 50 lines will generate performance notes but are still written successfully.
                        Only works within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,create_directory,"
                        Create a new directory or ensure a directory exists.
                        
                        Can create multiple nested directories in one operation.
                        Only works within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,list_directory,"
                        Get a detailed listing of all files and directories in a specified path.
                        
                        Use this instead of 'execute_command' with ls/dir commands.
                        Results distinguish between files and directories with [FILE] and [DIR] prefixes.
                        Only works within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,move_file,"
                        Move or rename files and directories.
                        
                        Can move files between directories and rename them in a single operation.
                        Both source and destination must be within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,search_files,"
                        Finds files by name using a case-insensitive substring matching.
                        
                        Use this instead of 'execute_command' with find/dir/ls for locating files.
                        Searches through all subdirectories from the starting path.
                        
                        Has a default timeout of 30 seconds which can be customized using the timeoutMs parameter.
                        Only searches within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,search_code,"
                        Search for text/code patterns within file contents using ripgrep.
                        
                        Use this instead of 'execute_command' with grep/find for searching code content.
                        Fast and powerful search similar to VS Code search functionality.
                        
                        Supports regular expressions, file pattern filtering, and context lines.
                        Has a default timeout of 30 seconds which can be customized.
                        Only searches within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,get_file_info,"
                        Retrieve detailed metadata about a file or directory including:
                        - size
                        - creation time
                        - last modified time 
                        - permissions
                        - type
                        - lineCount (for text files)
                        - lastLine (zero-indexed number of last line, for text files)
                        - appendPosition (line number for appending, for text files)
                        
                        Only works within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,edit_block,"
                        Apply surgical text replacements to files.
                        
                        BEST PRACTICE: Make multiple small, focused edits rather than one large edit.
                        Each edit_block call should change only what needs to be changed - include just enough 
                        context to uniquely identify the text being modified.
                        
                        Takes:
                        - file_path: Path to the file to edit
                        - old_string: Text to replace
                        - new_string: Replacement text
                        - expected_replacements: Optional parameter for number of replacements
                        
                        By default, replaces only ONE occurrence of the search text.
                        To replace multiple occurrences, provide the expected_replacements parameter with
                        the exact number of matches expected.
                        
                        UNIQUENESS REQUIREMENT: When expected_replacements=1 (default), include the minimal
                        amount of context necessary (typically 1-3 lines) before and after the change point,
                        with exact whitespace and indentation.
                        
                        When editing multiple sections, make separate edit_block calls for each distinct change
                        rather than one large replacement.
                        
                        When a close but non-exact match is found, a character-level diff is shown in the format:
                        common_prefix{-removed-}{+added+}common_suffix to help you identify what's different.
                        
                        Similar to write_file, there is a configurable line limit (fileWriteLineLimit) that warns
                        if the edited file exceeds this limit. If this happens, consider breaking your edits into
                        smaller, more focused changes.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,start_process,"
                        Start a new terminal process with intelligent state detection.
                        
                        PRIMARY TOOL FOR FILE ANALYSIS AND DATA PROCESSING
                        This is the ONLY correct tool for analyzing local files (CSV, JSON, logs, etc.).
                        The analysis tool CANNOT access local files and WILL FAIL - always use processes for file-based work.
                        
                        CRITICAL RULE: For ANY local file work, ALWAYS use this tool + interact_with_process, NEVER use analysis/REPL tool.
                        
                        Running on Linux. Default shell: bash.
        
LINUX-SPECIFIC NOTES:
- Package managers vary by distro: apt, yum, dnf, pacman, zypper
- Python 3 might be 'python3' command, not 'python'
- Standard Unix shell tools available (grep, awk, sed, etc.)
- File permissions and ownership important for many operations
- Systemd services common on modern distributions
                        
                        REQUIRED WORKFLOW FOR LOCAL FILES:
                        1. start_process(""python3 -i"") - Start Python REPL for data analysis
                        2. interact_with_process(pid, ""import pandas as pd, numpy as np"")
                        3. interact_with_process(pid, ""df = pd.read_csv('/absolute/path/file.csv')"")
                        4. interact_with_process(pid, ""print(df.describe())"")
                        5. Continue analysis with pandas, matplotlib, seaborn, etc.
                        
                        COMMON FILE ANALYSIS PATTERNS:
                        • start_process(""python3 -i"") → Python REPL for data analysis (RECOMMENDED)
                        • start_process(""node -i"") → Node.js for JSON processing  
                        • start_process(""cut -d',' -f1 file.csv | sort | uniq -c"") → Quick CSV analysis
                        • start_process(""wc -l /path/file.csv"") → Line counting
                        • start_process(""head -10 /path/file.csv"") → File preview
                        
                        INTERACTIVE PROCESSES FOR DATA ANALYSIS:
                        1. start_process(""python3 -i"") - Start Python REPL for data work
                        2. start_process(""node -i"") - Start Node.js REPL for JSON/JS
                        3. start_process(""bash"") - Start interactive bash shell
                        4. Use interact_with_process() to send commands
                        5. Use read_process_output() to get responses
                        
                        SMART DETECTION:
                        - Detects REPL prompts (>>>, >, $, etc.)
                        - Identifies when process is waiting for input
                        - Recognizes process completion vs timeout
                        - Early exit prevents unnecessary waiting
                        
                        STATES DETECTED:
                        Process waiting for input (shows prompt)
                        Process finished execution  
                        Process running (use read_process_output)
                        
                        ALWAYS USE FOR: Local file analysis, CSV processing, data exploration, system commands
                        NEVER USE ANALYSIS TOOL FOR: Local file access (analysis tool is browser-only and WILL FAIL)
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,read_process_output,"
                        Read output from a running process with intelligent completion detection.
                        
                        Automatically detects when process is ready for more input instead of timing out.
                        
                        SMART FEATURES:
                        - Early exit when REPL shows prompt (>>>, >, etc.)
                        - Detects process completion vs still running
                        - Prevents hanging on interactive prompts
                        - Clear status messages about process state
                        
                        REPL USAGE:
                        - Stops immediately when REPL prompt detected
                        - Shows clear status: waiting for input vs finished
                        - Shorter timeouts needed due to smart detection
                        - Works with Python, Node.js, R, Julia, etc.
                        
                        DETECTION STATES:
                        Process waiting for input (ready for interact_with_process)
                        Process finished execution
                        Timeout reached (may still be running)
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,interact_with_process,"
                        Send input to a running process and automatically receive the response.
                        
                        CRITICAL: THIS IS THE PRIMARY TOOL FOR ALL LOCAL FILE ANALYSIS
                        For ANY local file analysis (CSV, JSON, data processing), ALWAYS use this instead of the analysis tool.
                        The analysis tool CANNOT access local files and WILL FAIL - use processes for ALL file-based work.
                        
                        FILE ANALYSIS PRIORITY ORDER (MANDATORY):
                        1. ALWAYS FIRST: Use this tool (start_process + interact_with_process) for local data analysis
                        2. ALTERNATIVE: Use command-line tools (cut, awk, grep) for quick processing  
                        3. NEVER EVER: Use analysis tool for local file access (IT WILL FAIL)
                        
                        REQUIRED INTERACTIVE WORKFLOW FOR FILE ANALYSIS:
                        1. Start REPL: start_process(""python3 -i"")
                        2. Load libraries: interact_with_process(pid, ""import pandas as pd, numpy as np"")
                        3. Read file: interact_with_process(pid, ""df = pd.read_csv('/absolute/path/file.csv')"")
                        4. Analyze: interact_with_process(pid, ""print(df.describe())"")
                        5. Continue: interact_with_process(pid, ""df.groupby('column').size()"")
                        
                        SMART DETECTION:
                        - Automatically waits for REPL prompt (>>>, >, etc.)
                        - Detects errors and completion states
                        - Early exit prevents timeout delays
                        - Clean output formatting (removes prompts)
                        
                        SUPPORTED REPLs:
                        - Python: python3 -i (RECOMMENDED for data analysis)
                        - Node.js: node -i  
                        - R: R
                        - Julia: julia
                        - Shell: bash, zsh
                        - Database: mysql, postgres
                        
                        PARAMETERS:
                        - pid: Process ID from start_process
                        - input: Code/command to execute
                        - timeout_ms: Max wait (default: 8000ms)
                        - wait_for_prompt: Auto-wait for response (default: true)
                        
                        Returns execution result with status indicators.
                        
                        ALWAYS USE FOR: CSV analysis, JSON processing, file statistics, data visualization prep, ANY local file work
                        NEVER USE ANALYSIS TOOL FOR: Local file access (it cannot read files from disk and WILL FAIL)
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,force_terminate,"
                        Force terminate a running terminal session.
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,list_sessions,"
                        List all active terminal sessions.
                        
                        Shows session status including:
                        - PID: Process identifier  
                        - Blocked: Whether session is waiting for input
                        - Runtime: How long the session has been running
                        
                        DEBUGGING REPLs:
                        - ""Blocked: true"" often means REPL is waiting for input
                        - Use this to verify sessions are running before sending input
                        - Long runtime with blocked status may indicate stuck process
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,list_processes,"
                        List all running processes.
                        
                        Returns process information including PID, command name, CPU usage, and memory usage.
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,kill_process,"
                        Terminate a running process by PID.
                        
                        Use with caution as this will forcefully terminate the specified process.
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,get_usage_stats,"
                        Get usage statistics for debugging and analysis.
                        
                        Returns summary of tool usage, success/failure rates, and performance metrics.
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,give_feedback_to_desktop_commander,"
                        Open feedback form in browser to provide feedback about Desktop Commander.
                        
                        IMPORTANT: This tool simply opens the feedback form - no pre-filling available.
                        The user will fill out the form manually in their browser.
                        
                        WORKFLOW:
                        1. When user agrees to give feedback, just call this tool immediately
                        2. No need to ask questions or collect information
                        3. Tool opens form with only usage statistics pre-filled automatically:
                           - tool_call_count: Number of commands they've made
                           - days_using: How many days they've used Desktop Commander
                           - platform: Their operating system (Mac/Windows/Linux)
                           - client_id: Analytics identifier
                        
                        All survey questions will be answered directly in the form:
                        - Job title and technical comfort level
                        - Company URL for industry context
                        - Other AI tools they use
                        - Desktop Commander's biggest advantage
                        - How they typically use it
                        - Recommendation likelihood (0-10)
                        - User study participation interest
                        - Email and any additional feedback
                        
                        EXAMPLE INTERACTION:
                        User: ""sure, I'll give feedback""
                        Claude: ""Perfect! Let me open the feedback form for you.""
                        [calls tool immediately]
                        
                        No parameters are needed - just call the tool to open the form.
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Puppeteer,puppeteer_navigate,Navigate to a URL
Puppeteer,puppeteer_screenshot,Take a screenshot of the current page or a specific element
Puppeteer,puppeteer_click,Click an element on the page
Puppeteer,puppeteer_fill,Fill out an input field
Puppeteer,puppeteer_select,Select an element on the page with Select tag
Puppeteer,puppeteer_hover,Hover an element on the page
Puppeteer,puppeteer_evaluate,Execute JavaScript in the browser console
MetaTag Genie,writeImageMetadata,"Writes metadata (tags, description, people, location) to an image file."
MCP NPX Fetch,fetch_html,Fetch a website and return the content as HTML
MCP NPX Fetch,fetch_markdown,Fetch a website and return the content as Markdown
MCP NPX Fetch,fetch_txt,"Fetch a website, return the content as plain text (no HTML)"
MCP NPX Fetch,fetch_json,Fetch a JSON file from a URL
Exchange Rate MCP Server,exchange_rate,"Retrieves exchange rates using Norges Bank's API. Returns rate information including the base currency, target currency, date, and conversion rate."
Filesystem MCP Server,read_file,"Read the complete contents of a file from the file system. Handles various text encodings and provides detailed error messages if the file cannot be read. Use this tool when you need to examine the contents of a single file. Use the 'head' parameter to read only the first N lines of a file, or the 'tail' parameter to read only the last N lines of a file. Only works within allowed directories."
Filesystem MCP Server,read_multiple_files,Read the contents of multiple files simultaneously. This is more efficient than reading files one by one when you need to analyze or compare multiple files. Each file's content is returned with its path as a reference. Failed reads for individual files won't stop the entire operation. Only works within allowed directories.
Filesystem MCP Server,write_file,Create a new file or completely overwrite an existing file with new content. Use with caution as it will overwrite existing files without warning. Handles text content with proper encoding. Only works within allowed directories.
Filesystem MCP Server,edit_file,Make line-based edits to a text file. Each edit replaces exact line sequences with new content. Returns a git-style diff showing the changes made. Only works within allowed directories.
Filesystem MCP Server,create_directory,"Create a new directory or ensure a directory exists. Can create multiple nested directories in one operation. If the directory already exists, this operation will succeed silently. Perfect for setting up directory structures for projects or ensuring required paths exist. Only works within allowed directories."
Filesystem MCP Server,list_directory,Get a detailed listing of all files and directories in a specified path. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is essential for understanding directory structure and finding specific files within a directory. Only works within allowed directories.
Filesystem MCP Server,list_directory_with_sizes,"Get a detailed listing of all files and directories in a specified path, including sizes. Results clearly distinguish between files and directories with [FILE] and [DIR] prefixes. This tool is useful for understanding directory structure and finding specific files within a directory. Only works within allowed directories."
Filesystem MCP Server,directory_tree,"Get a recursive tree view of files and directories as a JSON structure. Each entry includes 'name', 'type' (file/directory), and 'children' for directories. Files have no children array, while directories always have a children array (which may be empty). The output is formatted with 2-space indentation for readability. Only works within allowed directories."
Filesystem MCP Server,move_file,"Move or rename files and directories. Can move files between directories and rename them in a single operation. If the destination exists, the operation will fail. Works across different directories and can be used for simple renaming within the same directory. Both source and destination must be within allowed directories."
Filesystem MCP Server,search_files,Recursively search for files and directories matching a pattern. Searches through all subdirectories from the starting path. The search is case-insensitive and matches partial names. Returns full paths to all matching items. Great for finding files when you don't know their exact location. Only searches within allowed directories.
Filesystem MCP Server,get_file_info,"Retrieve detailed metadata about a file or directory. Returns comprehensive information including size, creation time, last modified time, permissions, and type. This tool is perfect for understanding file characteristics without reading the actual content. Only works within allowed directories."
Filesystem MCP Server,list_allowed_directories,Returns the list of directories that this server is allowed to access. Use this to understand which directories are available before trying to access files.
ArXiv MCP Server,search_papers,Search for papers on arXiv with advanced filtering
ArXiv MCP Server,download_paper,Download a paper and create a resource for it
ArXiv MCP Server,list_papers,List all existing papers available as resources
ArXiv MCP Server,read_paper,Read the full content of a stored paper in markdown format
MCP Chess Server,get_board_visualization,Provides the current state of the chessboard as an image.
MCP Chess Server,get_turn,Indicates whose turn it is ('white' or 'black').
MCP Chess Server,get_valid_moves,Lists all legal moves for the current player in UCI notation.
MCP Chess Server,make_move,"
Makes a move on the board using standard algebraic notation (SAN).
Args:
    move_san: The player's move in algebraic notation (e.g., 'e4', 'Nf3', 'Bxe5').
Returns:
    A dictionary containing the move in SAN format, the move in UCI format, the new board FEN,
    whether the game is over, and the result if applicable.
"
MCP Chess Server,new_game,"
Starts a new game, resetting the board to the initial position.

Args:
    user_plays_white: Whether the user will play as white. Defaults to True.

Returns:
    A confirmation message indicating the game has started and the user's color.
"
MCP Chess Server,find_position_in_pgn,"
Finds the first board position in a PGN string that matches a given condition
(e.g., 'bishop on a3') and returns an image of that board.

Args:
    pgn_string: The PGN string of the game.
    condition: A string describing the condition, format: ""piece_type on square_name""
               (e.g., ""bishop on a3"", ""knight on f6"", ""king on g1"").

Returns:
    An Image dictionary containing the PNG data of the board state if found,
    or a string with an error message.
"
Whois MCP,whois_domain,Looksup whois information about the domain
Whois MCP,whois_tld,Looksup whois information about the Top Level Domain (TLD)
Whois MCP,whois_ip,Looksup whois information about the IP
Whois MCP,whois_as,Looksup whois information about the Autonomous System Number (ASN)
Excel MCP Server,excel_copy_sheet,Copy existing sheet to a new sheet
Excel MCP Server,excel_create_table,Create a table in the Excel sheet
Excel MCP Server,excel_describe_sheets,List all sheet information of specified Excel file
Excel MCP Server,excel_read_sheet,Read values from Excel sheet with pagination.
Excel MCP Server,excel_write_to_sheet,Write values to the Excel sheet
Deepwiki MCP Server,deepwiki_fetch,Fetch a deepwiki.com repo and return Markdown
MCP Music Analysis,load,"
Loads an audio file and returns the path to the audio time series
Offset and duration are optional, in seconds.
Be careful, you will never know the name of the song.
"
MCP Music Analysis,get_duration,"
Returns the total duration (in seconds) of the given audio time series.
"
MCP Music Analysis,tempo,"
Estimates the tempo (in BPM) of the given audio time series using librosa.
Offset and duration are optional, in seconds.
"
MCP Music Analysis,chroma_cqt,"
Computes the chroma CQT of the given audio time series using librosa.
The chroma CQT is a representation of the audio signal in terms of its
chromatic content, which is useful for music analysis.
The chroma CQT is computed using the following parameters:
- path_audio_time_series_y: The path to the audio time series (CSV file).
    It's sometimes better to take harmonics only
- hop_length: The number of samples between frames.
- fmin: The minimum frequency of the chroma feature.
- n_chroma: The number of chroma bins (default is 12).
- n_octaves: The number of octaves to include in the chroma feature.
The chroma CQT is saved to a CSV file with the following columns:
- note: The note name (C, C#, D, etc.).
- time: The time position of the note in seconds.
- amplitude: The amplitude of the note at that time.
The path to the CSV file is returned.
"
MCP Music Analysis,mfcc,"
Computes the MFCC of the given audio time series using librosa.
The MFCC is a representation of the audio signal in terms of its
spectral content, which is useful for music analysis.
The MFCC is computed using the following parameters:
- path_audio_time_series_y: The path to the audio time series (CSV file).
    It's sometimes better to take harmonics only
"
MCP Music Analysis,beat_track,"
Computes the beat track of the given audio time series using librosa.
The beat track is a representation of the audio signal in terms of its
rhythmic content, which is useful for music analysis.
The beat track is computed using the following parameters:
- hop_length: The number of samples between frames.
- start_bpm: The initial estimate of the tempo (in BPM).
- tightness: The tightness of the beat tracking (default is 100).
- units: The units of the beat track (default is ""frames""). It can be frames, samples, time.
"
MCP Music Analysis,download_from_url,"
Downloads a file from a given URL and returns the path to the downloaded file.
Be careful, you will never know the name of the song.
"
MCP Music Analysis,download_from_youtube,"
Downloads a file from a given youtube URL and returns the path to the downloaded file.
Be careful, you will never know the name of the song.
"
mcp-simple-arxiv,search_papers,"Search for papers on arXiv by title and abstract content.
            
You can use advanced search syntax:
- Search in title: ti:""search terms""
- Search in abstract: abs:""search terms""
- Search by author: au:""author name""
- Combine terms with: AND, OR, ANDNOT
- Filter by category: cat:cs.AI (use list_categories tool to see available categories)

Examples:
- ""machine learning""  (searches all fields)
- ti:""neural networks"" AND cat:cs.AI  (title with category)
- au:bengio AND ti:""deep learning""  (author and title)"
mcp-simple-arxiv,get_paper_data,Get detailed information about a specific paper including abstract and available formats
mcp-simple-arxiv,list_categories,List all available arXiv categories and how to use them in search
mcp-simple-arxiv,update_categories,Update the stored category taxonomy by fetching the latest version from arxiv.org
Asset Price MCP Server (asset-price-mcp),get_asset_price,Retrieves current pricing information for various assets including precious metals and cryptocurrencies
